time,BTC-USD,ETH-USD,LTC-USD,XLM-USD
1619049600,51701.59,2399.99,252.65,0.346214
1619136000,51187.27,2370.05,241.67,0.349576
1619222400,50089.15,2216.72,225.3,0.365295
1619308800,49121.0,2322.16,224.18,0.338657
1619395200,54053.6,2534.0,247.65,0.318158
1619481600,55069.62,2667.86,259.96,0.328024
1619568000,54894.03,2751.59,258.81,0.344918
1619654400,53580.0,2758.92,255.51,0.343333
1619740800,57798.77,2776.45,271.59,0.333571
1619827200,57859.28,2948.92,277.0,0.317628
1619913600,56625.2,2952.09,269.1,0.317422
1620000000,57212.73,3433.99,294.91,0.297465
1620086400,53241.92,3240.01,305.5,0.288601
1620172800,57515.69,3529.97,356.43,0.297516
1620259200,56440.66,3492.75,354.44,0.235935
1620345600,57380.39,3484.7,345.25,0.235466
1620432000,58958.05,3917.26,347.72,0.255743
1620518400,58312.57,3928.44,388.3,0.268868
1620604800,55866.41,3949.45,359.41,0.240923
1620691200,56753.19,4179.76,378.16,0.249427
1620777600,49498.77,3826.37,310.91,0.259796
1620864000,49690.11,3719.23,318.41,0.263526
1620950400,49893.48,4080.51,326.67,0.283073
1621036800,46775.51,3649.54,300.18,0.284383
1621123200,46450.79,3585.62,296.11,0.268953
1621209600,43580.5,3283.32,281.6,0.262866
1621296000,42857.15,3375.96,294.13,0.263702
1621382400,36731.75,2443.91,186.65,0.268087
1621468800,40623.33,2775.07,211.11,0.253477
1621555200,37340.77,2434.86,180.23,0.260526
1621641600,37476.83,2297.19,169.48,0.256536
1621728000,34758.67,2099.58,142.72,0.242763
1621814400,38878.56,2651.24,185.42,0.245616
1621900800,38361.81,2707.56,184.09,0.24493
1621987200,39293.23,2889.84,199.18,0.245974
1622073600,38556.88,2745.51,194.41,0.238317
1622160000,35680.47,2413.81,177.41,0.232207
1622246400,34627.82,2280.72,164.12,0.24
1622332800,35669.44,2387.66,170.72,0.24
1622419200,37279.31,2707.12,188.05,0.240869
1622505600,36685.0,2634.42,182.98,0.235094
1622592000,37577.91,2706.64,187.27,0.232599
1622678400,39248.55,2856.68,193.58,0.229785
1622764800,36856.52,2690.68,178.63,0.211191
1622851200,35539.49,2629.75,173.07,0.212026
1622937600,35800.48,2710.97,176.38,0.228246
1623024000,33575.91,2592.47,161.98,0.263552
1623110400,33402.13,2509.11,160.76,0.269389
1623196800,37403.86,2611.27,172.57,0.267048
1623283200,36694.05,2471.59,168.38,0.261817
1623369600,37338.44,2355.27,162.9,0.260481
1623456000,35557.33,2371.49,161.85,0.263057
1623542400,39015.24,2510.23,171.02,0.270068
1623628800,40539.47,2582.86,180.02,0.272306
1623715200,40162.37,2543.58,175.15,0.279823
1623801600,38351.0,2367.73,166.61,0.284683
1623888000,38095.17,2373.33,167.18,0.2751
1623974400,35841.81,2234.47,156.41,0.274201
1624060800,35484.79,2164.72,152.53,0.274235
1624147200,35585.78,2242.9,154.87,0.280608
1624233600,31609.82,1885.67,124.45,0.280404
1624320000,32538.37,1881.65,119.83,0.285246
1624406400,33688.35,1968.37,129.2,0.307664
1624492800,34654.58,1988.81,134.53,0.287263
1624579200,31594.63,1809.07,125.0,0.298499
1624665600,32275.19,1829.17,126.81,0.310046
1624752000,34709.23,1984.71,132.67,0.337281
1624838400,34493.22,2083.79,137.69,0.328565
1624924800,35904.28,2166.18,144.18,0.360013
1625011200,35060.0,2276.72,144.36,0.395267
1625097600,33516.11,2107.01,137.16,0.391249
1625184000,33805.02,2156.0,136.91,0.371622
1625270400,34682.16,2226.95,140.19,0.341149
1625356800,35284.05,2323.15,144.94,0.341834
1625443200,33697.78,2197.34,137.82,0.366972
1625529600,34225.73,2321.84,138.89,0.385127
1625616000,33878.56,2316.82,137.42,0.371821
1625702400,32875.95,2116.95,132.1,0.372746
1625788800,33824.26,2147.38,134.61,0.379048
1625875200,33515.35,2110.55,134.01,0.35045
1625961600,34259.23,2140.82,134.26,0.358815
1626048000,33091.1,2030.72,133.37,0.335194
1626134400,32734.14,1940.76,131.44,0.357212
1626220800,32816.39,1994.11,131.02,0.347963
1626220800,32816.39,1994.11,131.02,0.343255
1626307200,31868.68,1918.07,125.79,0.329896
1626393600,31388.06,1877.22,120.68,0.339228
1626480000,31533.91,1899.75,120.02,0.353546
1626566400,31788.25,1891.46,119.13,0.35918
1626652800,30842.03,1818.44,113.17,0.368937
1626739200,29796.16,1786.46,107.3,0.369785
1626825600,32135.19,1996.18,117.83,0.39799
1626912000,32287.74,2024.75,120.74,0.423887
1626998400,33647.26,2125.81,124.28,0.335784
1627084800,34283.01,2185.95,126.12,0.330019
1627171200,35428.26,2193.03,127.75,0.33267
1627257600,37262.77,2228.26,131.11,0.317036
1627344000,39470.48,2300.59,134.74,0.32516
1627430400,40035.1,2300.42,140.47,0.332402
1627516800,40039.44,2383.32,141.52,0.318635
1627603200,42237.95,2463.9,145.62,0.331347
1627689600,41495.01,2533.74,144.43,0.341137
1627776000,39865.41,2555.43,140.28,0.33085
1627862400,39149.59,2608.12,141.36,0.319506
1627948800,38191.44,2508.31,138.48,0.322153
1628035200,39722.41,2724.71,142.54,0.313381
1628121600,40888.74,2829.35,143.59,0.282229
1628208000,42869.58,2892.98,148.09,0.266062
1628294400,44637.34,3163.09,156.05,0.292652
1628380800,43829.14,3014.13,149.88,0.303016
1628467200,46285.48,3162.34,166.42,0.281215
1628553600,45595.66,3142.09,165.43,0.277109
1628640000,45553.49,3162.61,170.79,0.276205
1628726400,44422.14,3047.21,165.51,0.265113
1628812800,47833.64,3324.51,183.42,0.256825
1628899200,47109.65,3266.52,182.98,0.269626
1628985600,47014.49,3310.93,184.76,0.278787
1629072000,45902.46,3146.6,177.94,0.30044
1629158400,44671.58,3011.01,168.54,0.316626
1629244800,44707.98,3014.38,166.6,0.315003
1629331200,46765.87,3184.21,175.57,0.310451
1629417600,49342.4,3286.58,183.67,0.319111
1629504000,48867.02,3226.73,179.83,0.357927
1629590400,49284.63,3241.42,185.97,0.3437
1629676800,49506.5,3323.12,187.08,0.336298
1629763200,47682.45,3171.52,173.54,0.3532
1629849600,48987.33,3228.51,177.87,0.331167
1629936000,46851.47,3093.2,167.74,0.344416
1630022400,49077.57,3274.67,176.32,0.332553
1630108800,48942.94,3247.99,175.75,0.368113
1630195200,48802.58,3226.46,174.48,0.369775
1630281600,46993.71,3229.01,167.34,0.361575
1630368000,47112.5,3430.23,171.57,0.396764
1630454400,48839.86,3829.39,180.86,0.383525
1630540800,49279.37,3787.97,183.39,0.379591
1630627200,50025.0,3940.06,213.28,0.373842
1630713600,49942.98,3887.53,212.12,0.391646
1630800000,51789.17,3952.17,232.3,0.373287
1630886400,52698.81,3928.89,219.47,0.372363
1630972800,46894.5,3436.96,178.36,0.378111
1631059200,46060.36,3500.34,179.7,0.372166
1631145600,46400.0,3424.95,180.42,0.388
1631232000,44851.45,3209.82,174.16,0.373318
1631318400,45171.83,3266.77,178.56,0.330444
1631404800,46024.23,3403.75,182.96,0.342845
1631491200,44947.72,3286.2,179.36,0.362277
1631577600,47127.22,3436.29,183.09,0.358558
1631664000,48148.12,3615.65,189.24,0.373205
1631750400,47753.16,3568.66,185.33,0.366253
1631836800,47303.5,3400.0,180.0,0.382749
1631923200,48314.56,3436.31,181.38,0.385354
1632009600,47255.92,3328.59,175.76,0.368979
1632096000,43012.97,2976.48,157.23,0.359109
1632182400,40719.6,2765.69,148.52,0.359507
1632268800,43575.1,3078.43,161.5,0.363986
1632355200,44897.59,3154.62,163.92,0.378242
1632441600,42848.92,2930.61,152.25,0.412511
1632528000,42705.51,2924.01,151.01,0.38343
1632614400,43178.02,3060.71,150.74,0.390968
1632700800,42171.76,2925.27,145.16,0.379103
1632787200,41026.07,2805.65,140.54,0.378496
1632873600,41522.16,2850.14,144.78,0.3772
1632960000,43824.43,3000.46,153.3,0.377047
1633046400,48165.76,3311.16,166.23,0.343497
1633132800,47657.69,3387.82,169.03,0.346269
1633219200,48233.99,3420.07,170.67,0.327776
1633305600,49245.54,3387.2,167.53,0.353889
1633392000,51493.99,3515.3,173.79,0.348706
1633478400,55339.48,3575.85,178.5,0.343683
1633564800,53797.82,3588.51,178.61,0.336466
1633651200,53963.82,3563.96,175.91,0.341189
1633737600,54962.29,3575.83,180.0,0.32748
1633824000,54690.53,3415.0,174.92,0.341894
1633910400,57487.44,3542.37,179.2,0.329215
1633996800,56005.1,3490.61,172.63,0.326087
1634083200,57367.32,3608.21,177.61,0.323936
1634169600,57359.51,3791.66,181.5,0.328588
1634256000,61695.39,3869.73,189.63,0.336166
1634342400,60877.42,3829.66,186.05,0.327904
1634428800,61527.11,3847.18,183.73,0.339755
1634515200,62042.41,3745.48,185.63,0.3262
1634601600,64303.14,3878.17,188.73,0.292995
1634688000,66026.54,4161.94,207.32,0.286483
1634774400,62204.02,4053.9,196.81,0.297311
1634860800,60687.64,3971.55,190.98,0.287527
1634947200,61300.01,4168.56,196.42,0.306487
1635033600,60854.48,4082.64,190.48,0.273604
1635120000,63083.54,4220.93,195.37,0.26111
1635206400,60337.62,4131.47,197.51,0.274752
1635292800,58455.47,3923.94,179.35,0.275819
1635379200,60591.65,4288.26,189.89,0.253472
1635465600,62276.72,4421.23,196.69,0.2677
1635552000,61892.41,4324.67,190.38,0.272794
1635638400,61343.68,4290.16,192.01,0.256117
1635724800,60949.54,4322.89,197.65,0.254258
1635811200,63266.51,4595.01,201.03,0.255929
1635897600,62935.41,4606.07,207.31,0.253885
1635984000,61444.5,4537.15,202.9,0.25839
1636070400,61006.15,4479.47,199.13,0.267972
1636156800,61539.31,4523.16,197.77,0.267724
1636243200,63309.13,4617.02,202.23,0.287776
1636329600,67554.84,4811.9,229.11,0.278628
1636416000,66944.66,4731.59,262.16,0.290047
1636502400,64912.2,4632.22,260.18,0.291987
1636588800,64807.59,4721.87,262.3,0.300288
1636675200,64147.9,4667.34,251.23,0.274101
1636761600,64400.01,4644.44,257.74,0.266803
1636848000,65505.02,4627.03,279.36,0.268
1636934400,63624.59,4565.06,263.05,0.266478
1637020800,60107.98,4209.5,230.37,0.276802
1637107200,60351.51,4289.4,229.57,0.292273
1637193600,56898.0,3997.93,204.24,0.290288
1637280000,58122.16,4299.55,218.12,0.279308
1637366400,59760.76,4416.69,227.0,0.26604
1637452800,58671.21,4262.99,221.48,0.2675
1637539200,56280.81,4089.16,209.22,0.257021
1637625600,57566.85,4341.62,216.32,0.255091
1637712000,57162.66,4270.74,212.21,0.261185
1637798400,58987.27,4525.87,223.05,0.253061
1637884800,53757.67,4043.67,195.78,0.263177
1637971200,54759.05,4098.31,195.36,0.282353
1638057600,57317.17,4298.38,199.64,0.269407
1638144000,57838.06,4449.42,205.8,0.265375
1638230400,56987.97,4634.95,207.97,0.259056
1638316800,57226.5,4586.95,208.91,0.259124
1638403200,56521.46,4514.59,203.63,0.256133
1638489600,53638.04,4216.93,188.21,0.253995
1638576000,49241.12,4123.13,162.9,0.245567
1638662400,49484.22,4203.22,156.63,0.231498
1638748800,50529.56,4354.22,161.61,0.202862
1638835200,50625.48,4310.19,162.03,0.19237
1638921600,50519.68,4440.51,165.21,0.201066
1639008000,47568.43,4106.06,151.4,0.198106
1639094400,47170.94,3900.91,148.49,
1639180800,49407.75,4091.18,158.07,
1639267200,50089.64,4132.92,159.0,
1639353600,46727.89,3783.81,144.62,
1639440000,48367.43,3860.74,150.5,
1639526400,48884.78,4021.53,153.65,
1639612800,47634.22,3957.28,148.79,
1639699200,46166.5,3876.02,144.12,
1639785600,46859.46,3961.92,148.75,
1639872000,46687.19,3925.79,153.31,
1639958400,46926.07,3946.16,152.71,
1640044800,48914.7,4017.11,154.8,
1640131200,48608.62,3981.12,155.44,
1640217600,50842.2,4113.08,163.74,
1640304000,50851.38,4049.65,161.35,
1640390400,50428.31,4097.43,158.0,
1640476800,50801.79,4065.91,155.96,
1640563200,50717.77,4038.64,155.78,
1640649600,47543.09,3793.67,145.67,
1640736000,46471.24,3630.59,145.62,
1640822400,47122.08,3710.02,147.94,
1640908800,46211.24,3675.8,146.15,
1640995200,47733.43,3765.72,150.83,
1641081600,47299.07,3828.87,151.2,
1641168000,46459.56,3766.04,148.43,
1641254400,45814.61,3785.0,146.44,
1641340800,43436.04,3539.0,135.32,
1641427200,43083.76,3406.03,135.9,
1641513600,41565.18,3198.82,131.34,
1641600000,41684.84,3080.48,129.51,
1641686400,41876.52,3151.66,130.91,
1641772800,41824.07,3083.51,126.52,
1641859200,42753.44,3240.83,131.67,
1641945600,43920.37,3373.64,142.02,
1642032000,42581.65,3241.88,136.82,
1642118400,43090.72,3310.45,144.84,
1642204800,43098.2,3328.12,147.73,
1642291200,43104.34,3349.46,146.49,
1642377600,42218.01,3210.98,151.19,
1642464000,42369.74,3160.81,141.53,
1642550400,41674.27,3085.27,136.2,
1642636800,40670.97,3000.94,129.8,
1642723200,36456.94,2569.01,114.51,
1642809600,35066.43,2411.9,108.41,
1642896000,36282.47,2541.19,112.35,
1642982400,36693.32,2441.74,109.65,
